city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Kolkata,West Bengal,22.680277,88.413277,13,Tuesday,0,urban,5,1,clear,high,18,high,overspeeding,major,2,1,0,0.3
Kolkata,West Bengal,22.610398,88.422683,3,Thursday,0,rural,1,0,rain,medium,20,low,weather,minor,4,4,0,0.25
Hyderabad,Telangana,17.506495,78.350651,9,Saturday,1,rural,2,1,fog,low,23,high,weather,fatal,3,3,1,1.0
Kolkata,West Bengal,22.578619,88.434632,11,Monday,0,rural,3,0,clear,high,34,low,poor road,major,1,0,0,0.1
Delhi,Delhi,28.525359,77.044932,21,Saturday,1,urban,2,1,rain,low,39,low,distraction,major,2,1,0,0.45
Pune,Maharashtra,18.652013,73.731641,16,Friday,0,urban,2,0,rain,medium,28,medium,distraction,minor,4,4,0,0.25
Bangalore,Karnataka,12.801797,77.427985,3,Saturday,1,rural,4,1,fog,low,34,low,drunk driving,minor,4,4,0,0.45
Hyderabad,Telangana,17.220691,78.5396,0,Friday,0,highway,6,0,clear,high,37,low,poor road,minor,2,2,0,0.1
Bangalore,Karnataka,12.987178,77.573292,6,Wednesday,0,highway,2,1,clear,high,30,medium,weather,minor,3,0,0,0.1
Mumbai,Maharashtra,18.912094,72.83412,15,Saturday,1,urban,1,1,rain,medium,21,high,overspeeding,minor,4,2,0,0.45
Chandigarh,Punjab,30.656304,76.834697,0,Monday,0,rural,5,0,fog,low,37,high,weather,minor,3,0,0,0.65
Pune,Maharashtra,18.68797,73.850589,14,Sunday,1,urban,6,1,rain,low,39,low,weather,minor,2,0,0,0.45
Pune,Maharashtra,18.453133,73.928925,3,Wednesday,0,urban,2,1,rain,medium,18,low,distraction,minor,4,3,0,0.25
Kolkata,West Bengal,22.547589,88.485437,16,Saturday,1,rural,4,0,rain,low,39,high,weather,minor,4,1,0,0.65
Chennai,Tamil Nadu,12.800328,80.212585,6,Tuesday,0,rural,2,1,fog,low,33,low,weather,minor,3,2,0,0.45
Delhi,Delhi,28.69111,77.219116,11,Tuesday,0,rural,3,0,clear,high,25,medium,drunk driving,major,2,2,0,0.1
Bangalore,Karnataka,12.957344,77.497573,21,Tuesday,0,urban,6,1,clear,high,24,high,distraction,minor,5,2,0,0.3
Bangalore,Karnataka,12.970866,77.727784,3,Sunday,1,highway,1,1,rain,low,16,medium,distraction,major,3,0,0,0.45
Hyderabad,Telangana,17.38315,78.537405,17,Monday,0,highway,2,0,rain,medium,28,high,distraction,major,1,1,1,0.6
Delhi,Delhi,28.510438,76.823901,11,Saturday,1,highway,3,1,clear,high,39,medium,overspeeding,minor,2,2,0,0.1
Chandigarh,Punjab,30.613923,76.816082,0,Wednesday,0,urban,4,0,rain,medium,31,high,overspeeding,major,1,0,0,0.45
Chennai,Tamil Nadu,13.106379,80.121158,2,Thursday,0,urban,1,1,clear,high,27,medium,weather,major,1,0,0,0.1
Hyderabad,Telangana,17.408809,78.40215,0,Wednesday,0,urban,6,1,rain,medium,22,low,drunk driving,major,5,1,0,0.25
Chandigarh,Punjab,30.705263,76.736215,17,Sunday,1,highway,1,1,fog,low,26,high,drunk driving,minor,5,2,1,0.8
Chennai,Tamil Nadu,13.019017,80.244442,6,Friday,0,urban,6,0,rain,low,36,high,overspeeding,major,2,2,0,0.65
Delhi,Delhi,28.614558,77.212181,18,Sunday,1,rural,3,0,clear,high,29,high,distraction,major,3,3,1,0.45
Bangalore,Karnataka,13.091095,77.682125,3,Tuesday,0,rural,2,1,rain,low,38,low,drunk driving,major,5,4,0,0.45
Kolkata,West Bengal,22.686659,88.467123,10,Saturday,1,rural,6,0,clear,high,23,high,distraction,fatal,1,1,1,0.65
Chennai,Tamil Nadu,13.121331,80.152805,10,Sunday,1,rural,4,0,clear,high,29,low,poor road,major,1,0,1,0.25
Chandigarh,Punjab,30.772272,76.886776,10,Sunday,1,urban,3,1,rain,medium,31,high,weather,minor,4,0,1,0.6
Bangalore,Karnataka,13.104214,77.48054,23,Monday,0,highway,2,1,clear,high,19,low,weather,minor,1,0,0,0.1
Pune,Maharashtra,18.400045,73.87265,4,Monday,0,urban,5,1,rain,low,26,low,poor road,major,1,1,0,0.45
Kolkata,West Bengal,22.564424,88.295053,9,Thursday,0,rural,3,1,rain,medium,23,high,distraction,minor,1,0,1,0.6
Hyderabad,Telangana,17.523204,78.54836,0,Saturday,1,rural,5,1,fog,low,26,low,poor road,minor,5,3,0,0.45
Delhi,Delhi,28.510778,77.092689,8,Tuesday,0,urban,3,1,rain,low,19,medium,distraction,fatal,2,2,1,0.8
Mumbai,Maharashtra,18.845514,72.826188,4,Thursday,0,urban,5,0,fog,low,34,low,weather,major,4,4,0,0.45
Pune,Maharashtra,18.4772,73.933186,2,Friday,0,urban,1,1,clear,high,16,medium,overspeeding,minor,4,4,0,0.1
Chandigarh,Punjab,30.740061,76.825071,19,Saturday,1,rural,5,0,fog,low,37,high,poor road,major,1,1,1,0.8
Chandigarh,Punjab,30.759688,76.862174,20,Friday,0,highway,2,0,fog,low,15,high,drunk driving,minor,3,1,0,0.65
Pune,Maharashtra,18.692015,73.990758,2,Sunday,1,highway,4,0,fog,low,32,low,poor road,minor,5,3,0,0.45
Pune,Maharashtra,18.513864,73.962287,19,Wednesday,0,urban,4,0,fog,low,26,high,overspeeding,fatal,5,5,1,1.0
Pune,Maharashtra,18.598085,73.898877,19,Thursday,0,urban,2,1,rain,medium,39,medium,overspeeding,fatal,3,3,1,0.6
Chandigarh,Punjab,30.604705,76.809635,23,Sunday,1,rural,1,1,rain,low,32,low,weather,major,2,0,0,0.45
Mumbai,Maharashtra,19.07929,72.997366,23,Sunday,1,highway,3,0,rain,low,38,low,weather,minor,3,3,0,0.45
Pune,Maharashtra,18.426114,73.774536,23,Friday,0,rural,6,0,rain,medium,33,medium,drunk driving,major,3,3,0,0.25
Mumbai,Maharashtra,19.080825,72.94761,8,Wednesday,0,rural,2,1,clear,high,27,high,drunk driving,minor,1,0,1,0.45
Hyderabad,Telangana,17.310842,78.389258,22,Saturday,1,highway,6,1,clear,high,16,low,distraction,major,3,2,0,0.1
Chandigarh,Punjab,30.637696,76.845742,18,Friday,0,urban,3,0,rain,medium,35,medium,drunk driving,major,2,0,1,0.4
Mumbai,Maharashtra,19.006079,72.842004,8,Tuesday,0,rural,4,0,rain,medium,39,medium,drunk driving,minor,5,0,1,0.4
Kolkata,West Bengal,22.596609,88.363628,13,Sunday,1,rural,3,1,rain,medium,39,low,drunk driving,fatal,4,4,0,0.45
Chennai,Tamil Nadu,12.995069,80.185781,18,Friday,0,urban,5,0,rain,medium,33,high,poor road,major,4,4,1,0.6
Bangalore,Karnataka,13.117755,77.616941,14,Wednesday,0,urban,4,1,fog,low,25,medium,poor road,minor,4,1,0,0.45
Pune,Maharashtra,18.509121,73.866182,11,Wednesday,0,highway,2,1,clear,high,23,medium,distraction,major,1,0,0,0.1
Mumbai,Maharashtra,19.253115,72.768662,1,Saturday,1,highway,4,1,rain,medium,19,low,overspeeding,fatal,3,3,0,0.45
Pune,Maharashtra,18.603384,73.90607,0,Tuesday,0,rural,4,0,rain,medium,34,low,overspeeding,major,4,1,0,0.25
Hyderabad,Telangana,17.518663,78.445447,5,Tuesday,0,highway,4,1,fog,low,40,high,distraction,minor,4,4,0,0.65
Chandigarh,Punjab,30.758682,76.717956,23,Monday,0,rural,5,0,clear,high,29,low,poor road,fatal,2,2,0,0.3
Chennai,Tamil Nadu,13.103214,80.220878,11,Wednesday,0,highway,5,0,fog,low,28,high,poor road,minor,3,3,0,0.65
Chandigarh,Punjab,30.745192,76.796909,2,Monday,0,rural,4,0,fog,low,38,low,distraction,minor,3,3,0,0.45
Pune,Maharashtra,18.460004,73.948942,3,Monday,0,urban,2,0,rain,medium,39,low,overspeeding,major,2,1,0,0.25
Mumbai,Maharashtra,19.11215,72.937231,7,Tuesday,0,highway,5,0,fog,low,40,high,drunk driving,major,1,0,0,0.65
Kolkata,West Bengal,22.512132,88.36229,20,Thursday,0,urban,1,1,clear,high,36,high,distraction,major,3,1,0,0.3
Mumbai,Maharashtra,19.0271,72.857153,11,Wednesday,0,rural,6,1,fog,low,24,high,distraction,major,5,1,0,0.65
Kolkata,West Bengal,22.60692,88.438905,5,Wednesday,0,rural,6,0,fog,low,32,high,drunk driving,major,1,0,0,0.65
Bangalore,Karnataka,12.881647,77.486966,19,Wednesday,0,highway,5,1,fog,low,15,medium,overspeeding,minor,1,1,1,0.6
Kolkata,West Bengal,22.495954,88.200316,18,Tuesday,0,urban,1,1,clear,high,27,low,poor road,major,4,4,1,0.25
Mumbai,Maharashtra,19.00337,72.744031,17,Thursday,0,highway,4,0,fog,low,23,medium,distraction,major,5,0,1,0.6
Bangalore,Karnataka,12.873421,77.68583,5,Tuesday,0,urban,2,1,rain,low,22,low,weather,minor,4,2,0,0.45
Delhi,Delhi,28.776628,76.864804,14,Friday,0,rural,2,1,rain,medium,28,medium,poor road,minor,5,5,0,0.25
Chennai,Tamil Nadu,12.817179,80.168162,10,Wednesday,0,highway,2,1,rain,low,22,high,overspeeding,major,3,3,1,0.8
Kolkata,West Bengal,22.458235,88.360138,22,Sunday,1,highway,2,0,clear,high,15,high,distraction,minor,3,1,0,0.3
Hyderabad,Telangana,17.213537,78.271401,23,Thursday,0,highway,5,1,rain,low,17,medium,weather,major,5,1,0,0.45
Delhi,Delhi,28.857391,77.094864,20,Tuesday,0,urban,5,1,fog,low,30,high,weather,major,1,1,0,0.65
Hyderabad,Telangana,17.575746,78.456017,9,Monday,0,highway,5,1,fog,low,40,high,poor road,minor,1,0,1,0.8
Pune,Maharashtra,18.598374,73.911595,8,Saturday,1,urban,1,1,clear,high,40,high,poor road,major,5,2,1,0.45
Bangalore,Karnataka,13.072683,77.656376,9,Tuesday,0,highway,1,1,fog,low,24,low,weather,minor,2,2,1,0.6
Pune,Maharashtra,18.679305,73.747897,11,Friday,0,urban,5,0,rain,low,25,high,drunk driving,minor,3,3,0,0.65
Hyderabad,Telangana,17.594801,78.438036,14,Monday,0,rural,4,1,fog,low,16,medium,distraction,major,2,0,0,0.45
Delhi,Delhi,28.554914,77.194699,20,Wednesday,0,highway,1,0,clear,high,24,high,drunk driving,minor,1,0,0,0.3
Bangalore,Karnataka,13.05414,77.471889,1,Tuesday,0,urban,2,1,fog,low,38,low,poor road,minor,5,0,0,0.45
Kolkata,West Bengal,22.489087,88.216227,10,Sunday,1,urban,5,0,rain,low,35,low,distraction,minor,3,3,1,0.6
Kolkata,West Bengal,22.563053,88.368433,11,Saturday,1,highway,6,0,clear,high,37,medium,distraction,minor,4,4,0,0.1
Pune,Maharashtra,18.470062,73.8666,12,Saturday,1,rural,2,0,clear,high,24,low,weather,fatal,1,1,0,0.3
Pune,Maharashtra,18.43276,73.899539,9,Saturday,1,highway,6,1,clear,high,25,high,distraction,major,3,1,1,0.45
Bangalore,Karnataka,12.805664,77.462955,23,Thursday,0,rural,2,1,clear,high,34,medium,overspeeding,minor,1,1,0,0.1
Pune,Maharashtra,18.513608,73.852287,12,Wednesday,0,rural,2,1,fog,low,18,high,overspeeding,major,3,0,0,0.65
Pune,Maharashtra,18.668857,73.708944,22,Thursday,0,rural,1,0,clear,high,26,medium,overspeeding,major,1,1,0,0.1
Delhi,Delhi,28.812799,76.946557,19,Thursday,0,highway,5,0,rain,low,22,high,distraction,major,1,1,1,0.8
Mumbai,Maharashtra,18.956535,72.73,3,Thursday,0,highway,2,0,rain,medium,38,medium,distraction,minor,3,2,0,0.25
Hyderabad,Telangana,17.321026,78.401068,5,Monday,0,rural,4,1,rain,medium,37,low,weather,major,4,1,0,0.25
Delhi,Delhi,28.855687,77.073245,1,Friday,0,urban,5,1,clear,high,36,low,drunk driving,minor,3,3,0,0.1
Kolkata,West Bengal,22.447694,88.392106,15,Wednesday,0,urban,5,1,rain,low,24,low,drunk driving,minor,2,2,0,0.45
Pune,Maharashtra,18.494955,73.96599,20,Sunday,1,highway,6,1,fog,low,27,low,poor road,major,3,2,0,0.45
Delhi,Delhi,28.654184,77.280807,18,Sunday,1,urban,5,1,fog,low,28,medium,drunk driving,minor,2,2,1,0.6
Mumbai,Maharashtra,18.915193,72.800732,15,Friday,0,rural,2,1,rain,low,16,low,distraction,minor,2,2,0,0.45
Chandigarh,Punjab,30.764444,76.855934,23,Wednesday,0,urban,5,1,fog,low,40,medium,weather,major,4,0,0,0.45
Hyderabad,Telangana,17.200809,78.569117,2,Wednesday,0,urban,4,1,rain,low,16,low,overspeeding,minor,3,3,0,0.45
Hyderabad,Telangana,17.551794,78.270017,5,Sunday,1,highway,4,1,rain,low,24,medium,drunk driving,minor,5,0,0,0.45
Hyderabad,Telangana,17.422981,78.277939,2,Tuesday,0,rural,5,1,rain,medium,17,low,overspeeding,minor,2,0,0,0.25
Chandigarh,Punjab,30.671457,76.893298,11,Saturday,1,urban,1,0,clear,high,35,high,weather,minor,5,0,0,0.3
Hyderabad,Telangana,17.476665,78.421245,11,Thursday,0,rural,3,0,fog,low,21,high,drunk driving,minor,5,2,0,0.65
Pune,Maharashtra,18.477334,73.815056,18,Thursday,0,urban,4,0,rain,medium,29,high,overspeeding,major,2,2,1,0.6
Hyderabad,Telangana,17.268045,78.397765,18,Friday,0,urban,5,1,rain,medium,22,medium,drunk driving,minor,5,5,1,0.4
Delhi,Delhi,28.461163,77.1369,0,Wednesday,0,highway,6,0,rain,medium,33,low,weather,major,2,2,0,0.25
Bangalore,Karnataka,13.115534,77.582504,4,Friday,0,highway,1,0,rain,medium,34,low,weather,major,5,4,0,0.25
Pune,Maharashtra,18.587434,73.994245,10,Friday,0,rural,6,0,clear,high,33,medium,distraction,minor,1,1,1,0.25
Chennai,Tamil Nadu,12.966211,80.231067,6,Wednesday,0,highway,3,1,clear,high,33,high,distraction,minor,1,1,0,0.3
Bangalore,Karnataka,12.946062,77.558661,23,Saturday,1,rural,6,0,rain,medium,31,low,poor road,fatal,4,4,0,0.45
Delhi,Delhi,28.679918,77.019745,13,Friday,0,urban,5,1,rain,medium,37,high,overspeeding,major,1,0,0,0.45
Mumbai,Maharashtra,18.893257,72.803846,18,Friday,0,rural,3,0,rain,low,36,low,poor road,fatal,1,1,1,0.8
Delhi,Delhi,28.884714,77.046846,16,Monday,0,urban,6,0,fog,low,35,low,distraction,minor,3,0,0,0.45
Chandigarh,Punjab,30.674324,76.773747,14,Tuesday,0,urban,3,0,rain,medium,16,high,distraction,major,5,5,0,0.45
Bangalore,Karnataka,12.970376,77.780008,20,Wednesday,0,rural,3,1,rain,medium,35,high,overspeeding,minor,3,2,0,0.45
Bangalore,Karnataka,12.850867,77.537287,18,Sunday,1,rural,4,1,rain,low,33,medium,poor road,minor,3,2,1,0.6
Hyderabad,Telangana,17.595542,78.420493,22,Sunday,1,highway,2,0,rain,medium,38,medium,distraction,minor,2,0,0,0.25
Hyderabad,Telangana,17.47607,78.422615,21,Monday,0,rural,3,0,clear,high,33,low,drunk driving,fatal,2,2,0,0.3
Delhi,Delhi,28.842606,76.94398,1,Friday,0,rural,5,0,rain,medium,15,low,drunk driving,minor,3,1,0,0.25
Bangalore,Karnataka,12.883751,77.476178,17,Saturday,1,highway,2,1,fog,low,18,medium,weather,minor,3,1,1,0.6
Kolkata,West Bengal,22.52896,88.20754,21,Monday,0,urban,5,0,fog,low,21,medium,drunk driving,minor,1,1,0,0.45
Mumbai,Maharashtra,18.983405,72.771021,5,Saturday,1,highway,3,1,fog,low,35,high,overspeeding,minor,1,1,0,0.65
Hyderabad,Telangana,17.327115,78.514503,13,Monday,0,highway,1,1,fog,low,19,high,drunk driving,minor,3,1,0,0.65
Hyderabad,Telangana,17.427575,78.342284,14,Sunday,1,urban,5,1,fog,low,15,medium,overspeeding,minor,2,1,0,0.45
Delhi,Delhi,28.692202,77.196168,8,Wednesday,0,highway,4,0,fog,low,36,medium,weather,major,2,2,1,0.6
Chandigarh,Punjab,30.612649,76.787449,17,Friday,0,highway,4,1,rain,medium,34,medium,overspeeding,minor,1,1,1,0.4
Hyderabad,Telangana,17.544894,78.329222,1,Wednesday,0,rural,1,1,fog,low,22,low,weather,minor,1,1,0,0.45
Chandigarh,Punjab,30.767392,76.882048,15,Saturday,1,rural,1,0,fog,low,33,low,drunk driving,minor,2,1,0,0.45
Delhi,Delhi,28.785631,76.966778,0,Wednesday,0,highway,6,1,clear,high,23,medium,overspeeding,minor,3,2,0,0.1
Pune,Maharashtra,18.407203,73.960547,16,Monday,0,rural,4,1,clear,high,38,low,overspeeding,minor,2,1,0,0.1
Chandigarh,Punjab,30.774165,76.77224,0,Saturday,1,urban,5,1,rain,low,37,medium,poor road,minor,5,4,0,0.45
Kolkata,West Bengal,22.405189,88.254042,18,Sunday,1,urban,2,0,rain,low,33,low,overspeeding,minor,5,3,1,0.6
Hyderabad,Telangana,17.281099,78.502817,9,Monday,0,rural,3,0,clear,high,30,high,overspeeding,minor,2,1,1,0.45
Hyderabad,Telangana,17.447574,78.365019,5,Thursday,0,highway,1,0,clear,high,19,low,overspeeding,minor,5,4,0,0.1
Delhi,Delhi,28.542556,77.082931,3,Thursday,0,rural,5,0,rain,medium,17,low,weather,minor,5,0,0,0.25
Pune,Maharashtra,18.617874,73.783152,18,Thursday,0,rural,3,0,fog,low,20,high,poor road,major,5,1,1,0.8
Chandigarh,Punjab,30.669069,76.851427,20,Friday,0,rural,6,0,fog,low,28,low,drunk driving,minor,4,3,0,0.45
Kolkata,West Bengal,22.434836,88.482318,21,Monday,0,urban,3,0,clear,high,39,medium,distraction,major,4,4,0,0.1
Delhi,Delhi,28.664617,76.910816,10,Friday,0,urban,4,0,fog,low,23,high,overspeeding,minor,3,0,1,0.8
Hyderabad,Telangana,17.333778,78.421411,11,Saturday,1,rural,3,0,fog,low,18,low,overspeeding,major,4,3,0,0.45
Chandigarh,Punjab,30.625644,76.734746,19,Monday,0,highway,3,0,clear,high,18,medium,weather,major,5,3,1,0.25
Bangalore,Karnataka,13.157419,77.665727,9,Monday,0,urban,2,1,fog,low,34,low,distraction,fatal,2,2,1,0.8
Chandigarh,Punjab,30.669469,76.708948,15,Sunday,1,rural,6,1,fog,low,31,medium,poor road,fatal,5,5,0,0.65
Chandigarh,Punjab,30.70773,76.839589,5,Friday,0,rural,3,0,rain,medium,37,low,poor road,major,2,0,0,0.25
Chandigarh,Punjab,30.68999,76.85532,0,Thursday,0,highway,3,1,clear,high,34,low,weather,major,5,0,0,0.1
Chennai,Tamil Nadu,12.936025,80.262786,12,Wednesday,0,urban,1,0,fog,low,33,high,poor road,minor,1,1,0,0.65
Chennai,Tamil Nadu,12.829566,80.202482,18,Saturday,1,highway,1,1,clear,high,36,medium,distraction,fatal,5,5,1,0.45
Chennai,Tamil Nadu,13.118749,80.149829,1,Saturday,1,urban,3,0,rain,low,38,low,weather,minor,4,2,0,0.45
Chennai,Tamil Nadu,13.161004,80.215234,10,Thursday,0,rural,1,0,rain,medium,23,high,overspeeding,minor,4,3,1,0.6
Bangalore,Karnataka,12.986457,77.594578,4,Friday,0,rural,6,0,clear,high,28,medium,weather,minor,4,4,0,0.1
Chennai,Tamil Nadu,13.12658,80.120888,20,Friday,0,highway,4,0,rain,low,40,medium,weather,fatal,1,1,0,0.65
Bangalore,Karnataka,13.085925,77.532018,12,Saturday,1,urban,3,1,fog,low,36,low,poor road,minor,4,4,0,0.45
Chennai,Tamil Nadu,13.132048,80.246179,19,Thursday,0,highway,1,1,clear,high,25,medium,poor road,minor,2,0,1,0.25
Bangalore,Karnataka,12.912812,77.409798,19,Monday,0,highway,4,0,clear,high,19,medium,weather,fatal,1,1,1,0.45
Hyderabad,Telangana,17.408176,78.235835,15,Tuesday,0,urban,2,1,fog,low,27,medium,drunk driving,minor,1,1,0,0.45
Kolkata,West Bengal,22.414207,88.399666,12,Tuesday,0,rural,2,1,clear,high,35,medium,poor road,minor,1,1,0,0.1
Chennai,Tamil Nadu,12.977494,80.105521,12,Saturday,1,highway,5,0,fog,low,39,high,overspeeding,fatal,4,4,0,0.85
Kolkata,West Bengal,22.695437,88.440492,4,Saturday,1,urban,1,0,rain,low,38,high,drunk driving,minor,5,4,0,0.65
Bangalore,Karnataka,12.95798,77.617629,1,Friday,0,urban,6,1,clear,high,37,low,drunk driving,minor,5,0,0,0.1
Pune,Maharashtra,18.636774,73.92211,9,Saturday,1,urban,2,0,clear,high,37,medium,distraction,fatal,3,3,1,0.45
Kolkata,West Bengal,22.662919,88.467655,16,Thursday,0,rural,2,0,fog,low,23,low,drunk driving,minor,2,0,0,0.45
Pune,Maharashtra,18.566453,73.931388,13,Saturday,1,rural,6,0,rain,medium,33,low,distraction,major,2,0,0,0.25
Chandigarh,Punjab,30.712208,76.729922,10,Tuesday,0,highway,3,1,clear,high,40,medium,poor road,major,2,1,1,0.25
Pune,Maharashtra,18.513348,73.847618,7,Thursday,0,urban,4,0,fog,low,39,high,poor road,minor,3,1,0,0.65
Bangalore,Karnataka,13.020077,77.674051,19,Wednesday,0,rural,5,1,fog,low,28,medium,drunk driving,fatal,5,5,1,0.8
Hyderabad,Telangana,17.443617,78.512249,3,Friday,0,rural,5,0,clear,high,25,low,drunk driving,minor,3,3,0,0.1
Chandigarh,Punjab,30.638818,76.79089,5,Saturday,1,highway,6,0,rain,low,32,medium,poor road,minor,4,1,0,0.45
Mumbai,Maharashtra,19.203568,72.80265,7,Thursday,0,urban,2,1,fog,low,26,low,distraction,minor,3,1,0,0.45
Delhi,Delhi,28.419821,77.016872,14,Sunday,1,urban,5,0,clear,high,37,medium,drunk driving,fatal,3,3,0,0.3
Mumbai,Maharashtra,18.882581,72.711249,20,Sunday,1,urban,4,0,rain,low,33,low,weather,minor,4,3,0,0.45
Bangalore,Karnataka,13.097851,77.488468,23,Wednesday,0,highway,6,0,rain,low,32,medium,poor road,minor,5,3,0,0.45
Delhi,Delhi,28.653224,77.114101,8,Thursday,0,highway,1,0,rain,medium,21,high,poor road,minor,1,0,1,0.6
Kolkata,West Bengal,22.689529,88.362764,3,Tuesday,0,urban,3,1,clear,high,19,medium,drunk driving,fatal,1,1,0,0.3
Chandigarh,Punjab,30.681506,76.854674,22,Tuesday,0,urban,2,1,fog,low,24,high,distraction,minor,4,0,0,0.65
Mumbai,Maharashtra,19.08736,72.789864,11,Saturday,1,urban,5,0,fog,low,27,high,overspeeding,major,5,2,0,0.65
Kolkata,West Bengal,22.497391,88.366134,16,Saturday,1,highway,1,1,clear,high,22,high,drunk driving,major,1,0,0,0.3
Kolkata,West Bengal,22.614283,88.392594,13,Wednesday,0,highway,4,0,clear,high,36,medium,weather,minor,3,0,0,0.1
Bangalore,Karnataka,12.984658,77.625371,9,Thursday,0,rural,6,0,rain,medium,16,high,overspeeding,major,5,0,1,0.6
Chennai,Tamil Nadu,12.956919,80.248972,19,Tuesday,0,highway,2,1,rain,medium,34,medium,weather,minor,4,4,1,0.4
Delhi,Delhi,28.843823,77.09927,17,Thursday,0,rural,2,1,rain,medium,35,high,overspeeding,minor,2,1,1,0.6
Chandigarh,Punjab,30.75556,76.821573,18,Wednesday,0,rural,3,1,fog,low,33,high,distraction,major,4,4,1,0.8
Chennai,Tamil Nadu,13.174804,80.142827,14,Wednesday,0,highway,4,1,clear,high,31,low,weather,major,5,4,0,0.1
Bangalore,Karnataka,12.941736,77.413468,6,Sunday,1,urban,5,1,fog,low,26,low,distraction,minor,5,4,0,0.45
Hyderabad,Telangana,17.201386,78.36044,15,Saturday,1,highway,1,0,fog,low,27,medium,poor road,minor,4,4,0,0.45
Bangalore,Karnataka,13.179397,77.71416,19,Tuesday,0,urban,5,0,fog,low,26,low,weather,minor,1,0,1,0.6
Mumbai,Maharashtra,18.999902,72.814951,14,Sunday,1,urban,1,1,rain,low,27,low,poor road,major,1,0,0,0.45
Pune,Maharashtra,18.426027,73.850597,10,Monday,0,highway,4,0,clear,high,18,medium,distraction,major,4,0,1,0.25
Chennai,Tamil Nadu,12.857109,80.126846,19,Tuesday,0,rural,3,0,clear,high,35,high,distraction,major,2,2,1,0.45
Chennai,Tamil Nadu,13.015057,80.245216,10,Tuesday,0,urban,2,1,rain,medium,22,high,weather,major,3,3,1,0.6
Kolkata,West Bengal,22.672226,88.277731,20,Thursday,0,rural,1,0,rain,medium,23,medium,poor road,major,2,2,0,0.25
Chandigarh,Punjab,30.605917,76.892507,12,Tuesday,0,highway,1,1,fog,low,29,medium,drunk driving,major,2,2,0,0.45
Mumbai,Maharashtra,19.215982,72.937009,23,Friday,0,urban,2,1,clear,high,27,medium,overspeeding,minor,2,2,0,0.1
Mumbai,Maharashtra,19.031575,72.727135,12,Monday,0,rural,2,1,fog,low,39,medium,poor road,minor,5,3,0,0.45
Bangalore,Karnataka,13.122625,77.533743,22,Thursday,0,rural,5,1,fog,low,20,low,overspeeding,minor,4,1,0,0.45
Delhi,Delhi,28.844881,77.26548,10,Sunday,1,highway,2,0,fog,low,31,high,overspeeding,minor,3,3,1,0.8
Bangalore,Karnataka,12.862682,77.794834,17,Wednesday,0,rural,6,0,fog,low,18,high,weather,fatal,5,5,1,1.0
Chandigarh,Punjab,30.712212,76.878708,1,Friday,0,urban,4,1,clear,high,30,high,weather,major,4,3,0,0.3
Delhi,Delhi,28.71632,76.974071,17,Sunday,1,urban,3,1,fog,low,33,medium,poor road,minor,4,2,1,0.6
Kolkata,West Bengal,22.534785,88.21166,21,Saturday,1,rural,1,1,clear,high,15,medium,weather,minor,1,1,0,0.1
Chennai,Tamil Nadu,12.881615,80.126654,3,Saturday,1,highway,3,0,rain,low,18,high,weather,fatal,1,1,0,0.85
Kolkata,West Bengal,22.599907,88.313503,14,Monday,0,urban,1,1,fog,low,18,low,distraction,fatal,5,5,0,0.65
Delhi,Delhi,28.497686,76.994793,15,Wednesday,0,highway,2,0,clear,high,21,medium,poor road,major,1,0,0,0.1
Chennai,Tamil Nadu,13.129522,80.106106,8,Sunday,1,urban,2,1,fog,low,33,medium,poor road,fatal,4,4,1,0.8
Mumbai,Maharashtra,19.135046,72.91854,0,Friday,0,highway,5,0,rain,medium,20,low,overspeeding,major,4,1,0,0.25
Kolkata,West Bengal,22.598023,88.29391,7,Tuesday,0,rural,1,0,fog,low,26,low,distraction,minor,5,4,0,0.45
Pune,Maharashtra,18.655087,73.719053,2,Wednesday,0,highway,4,0,clear,high,32,low,distraction,minor,2,2,0,0.1
Pune,Maharashtra,18.533263,73.84483,3,Sunday,1,rural,2,1,rain,medium,30,medium,poor road,minor,2,1,0,0.25
Chennai,Tamil Nadu,12.901189,80.148122,19,Thursday,0,rural,6,0,clear,high,25,high,overspeeding,major,5,4,1,0.45
